,feature01,feature04,feature07,feature08,feature09,feature10,feature14,feature17,feature22,feature23,feature11,feature12,feature13,feature15,feature16,feature10.1,feature21,target
951,2.0,957.0,1287.0,6.0,7.0,1977.0,2.0,2.0,0.0,1977.0,NA,cow,red,okay,bad,1,1.0,173000.0
1582,2.0,1461.0,1509.0,6.0,5.0,1988.0,1.0,3.0,0.0,1989.0,NA,NA,red,okay,good,0,0.0,175000.0
2802,2.0,848.0,848.0,6.0,5.0,2003.0,0.0,1.0,0.0,2003.0,NA,NA,red,NA,good,1,0.0,133000.0
1157,2.0,930.0,2683.0,6.0,5.0,1990.0,2.0,4.0,1319.0,1991.0,NA,NA,red,good,good,0,1.0,290000.0
227,2.0,672.0,1386.0,6.0,5.0,1978.0,1.0,3.0,714.0,1978.0,NA,cat,red,bad,bad,0,1.0,158900.0
1138,2.0,1162.0,1162.0,7.0,5.0,2007.0,0.0,3.0,0.0,2007.0,NA,NA,red,NA,good,0,0.0,170000.0
2704,1.0,1073.0,1073.0,7.0,5.0,2004.0,0.0,2.0,0.0,2004.0,NA,NA,red,NA,bad,0,0.0,157000.0
2313,2.0,691.0,1498.0,6.0,5.0,1995.0,1.0,3.0,807.0,1996.0,NA,NA,red,bad,bad,0,1.0,187500.0
465,2.0,745.0,1490.0,6.0,5.0,2005.0,1.0,3.0,745.0,2006.0,NA,NA,red,good,good,0,1.0,167800.0
1935,1.0,925.0,925.0,5.0,8.0,1956.0,0.0,3.0,0.0,2003.0,NA,NA,red,NA,good,1,0.0,127000.0
2025,1.0,698.0,1396.0,6.0,7.0,1915.0,0.0,3.0,698.0,2003.0,NA,NA,blue,NA,bad,1,0.0,153575.0
2577,1.0,1058.0,1370.0,5.0,6.0,1956.0,1.0,3.0,0.0,1956.0,NA,dog,red,bad,bad,1,0.0,148000.0
944,2.0,1596.0,1648.0,8.0,5.0,2007.0,1.0,2.0,0.0,2008.0,NA,NA,red,good,amazing,0,0.0,230000.0
998,2.0,729.0,1446.0,7.0,5.0,1996.0,1.0,3.0,717.0,1997.0,NA,NA,red,bad,bad,0,1.0,175000.0
1495,2.0,684.0,1398.0,6.0,7.0,1976.0,1.0,3.0,714.0,2001.0,NA,dog,red,bad,bad,1,1.0,160500.0
2037,2.0,808.0,1315.0,4.0,6.0,1958.0,0.0,3.0,477.0,1958.0,Grvl,NA,red,NA,bad,0,0.0,99500.0
2002,1.0,912.0,1248.0,5.0,5.0,1930.0,0.0,2.0,336.0,1950.0,NA,NA,blue,NA,bad,1,0.0,87000.0
1813,2.0,1482.0,1494.0,7.0,5.0,1998.0,1.0,3.0,0.0,1998.0,NA,NA,red,okay,good,0,0.0,215000.0
2159,2.0,1337.0,1337.0,7.0,5.0,2003.0,0.0,3.0,0.0,2003.0,NA,NA,red,NA,good,0,0.0,185000.0
1670,1.0,914.0,914.0,4.0,7.0,1961.0,0.0,2.0,0.0,1961.0,NA,cow,red,NA,bad,1,0.0,128000.0
2606,2.0,1088.0,1324.0,6.0,5.0,1965.0,1.0,3.0,0.0,1965.0,NA,cow,red,bad,bad,0,0.0,160000.0
256,2.0,870.0,965.0,5.0,5.0,1996.0,0.0,2.0,0.0,1996.0,NA,cat,red,NA,bad,1,0.0,159000.0
1367,0.0,901.0,1198.0,6.0,7.0,1920.0,0.0,4.0,110.0,1998.0,NA,dog,red,NA,bad,1,0.0,79900.0
1282,1.0,1117.0,1117.0,5.0,5.0,1963.0,0.0,3.0,0.0,1963.0,NA,NA,red,NA,bad,1,0.0,136870.0
2328,2.0,1742.0,1742.0,8.0,5.0,1985.0,1.0,2.0,0.0,1985.0,NA,NA,red,bad,good,0,0.0,275000.0
1119,2.0,1460.0,1460.0,8.0,5.0,2006.0,1.0,3.0,0.0,2007.0,NA,NA,red,good,good,0,0.0,247000.0
333,1.0,864.0,874.0,5.0,7.0,1971.0,0.0,3.0,0.0,2004.0,NA,NA,red,NA,bad,1,0.0,130000.0
1049,1.0,864.0,892.0,5.0,5.0,1966.0,0.0,3.0,0.0,1966.0,NA,cow,red,NA,bad,1,0.0,110000.0
2831,2.0,970.0,1709.0,7.0,5.0,2004.0,0.0,3.0,739.0,2004.0,NA,NA,red,NA,good,0,0.0,137500.0
2513,2.0,530.0,1080.0,7.0,5.0,2003.0,0.0,2.0,550.0,2003.0,NA,NA,red,NA,good,0,1.0,139000.0
1187,2.0,1740.0,1740.0,6.0,5.0,1968.0,1.0,4.0,0.0,1968.0,NA,cow,red,bad,bad,1,1.0,150000.0
724,1.0,972.0,1480.0,6.0,6.0,1920.0,0.0,3.0,0.0,1950.0,NA,NA,red,NA,bad,1,0.0,119000.0
1208,2.0,1425.0,1425.0,6.0,5.0,1964.0,1.0,3.0,0.0,1964.0,NA,NA,red,good,bad,0,0.0,180500.0
849,2.0,1413.0,1430.0,7.0,5.0,2001.0,0.0,3.0,0.0,2002.0,NA,NA,red,NA,good,0,0.0,187100.0
223,1.0,663.0,1352.0,6.0,7.0,1969.0,0.0,4.0,689.0,1969.0,NA,dog,red,NA,bad,1,1.0,158000.0
120,2.0,1209.0,1209.0,5.0,5.0,1966.0,0.0,3.0,0.0,1966.0,NA,NA,red,NA,bad,1,0.0,159000.0
2756,3.0,1391.0,1962.0,7.0,5.0,2006.0,0.0,3.0,571.0,2006.0,NA,NA,red,NA,good,0,1.0,239799.0
629,1.0,715.0,1738.0,4.0,4.0,1920.0,1.0,4.0,457.0,2007.0,NA,NA,red,good,bad,0,0.0,104900.0
667,1.0,1380.0,1380.0,6.0,7.0,1963.0,0.0,3.0,0.0,1963.0,NA,cow,red,NA,bad,1,1.0,154000.0
2023,2.0,768.0,1376.0,6.0,7.0,1920.0,0.0,3.0,624.0,1950.0,Pave,NA,red,NA,good,1,0.0,165000.0
738,1.0,884.0,904.0,6.0,7.0,1926.0,0.0,2.0,0.0,2004.0,NA,NA,red,NA,bad,1,0.0,119000.0
2565,2.0,1584.0,1584.0,5.0,5.0,1967.0,0.0,4.0,0.0,1967.0,NA,NA,red,NA,bad,0,0.0,119000.0
2568,2.0,924.0,2157.0,7.0,6.0,1966.0,2.0,4.0,941.0,1966.0,NA,cat,red,good,good,0,1.0,226000.0
2860,1.0,901.0,1717.0,5.0,6.0,1940.0,1.0,2.0,592.0,1950.0,NA,NA,red,good,bad,1,1.0,194000.0
1647,2.0,1529.0,1664.0,7.0,6.0,1978.0,1.0,3.0,0.0,1985.0,NA,NA,red,bad,good,0,0.0,213000.0
2024,2.0,750.0,1316.0,5.0,5.0,1926.0,0.0,4.0,356.0,1950.0,NA,NA,red,NA,bad,1,0.0,90000.0
518,2.0,1300.0,1314.0,8.0,5.0,2009.0,0.0,3.0,0.0,2009.0,NA,NA,red,NA,good,0,0.0,229456.0
298,2.0,982.0,1034.0,8.0,6.0,1989.0,1.0,1.0,0.0,1989.0,NA,NA,red,bad,good,1,0.0,185000.0
1978,1.0,967.0,967.0,5.0,6.0,1920.0,1.0,2.0,0.0,1990.0,Grvl,NA,red,good,bad,1,0.0,99900.0
749,2.0,1048.0,1768.0,6.0,6.0,1915.0,0.0,3.0,720.0,1950.0,Grvl,NA,blue,NA,bad,0,0.0,155000.0
2865,3.0,637.0,1609.0,7.0,7.0,1932.0,2.0,3.0,650.0,1990.0,NA,cow,red,good,good,1,1.0,199500.0
1671,2.0,864.0,864.0,4.0,6.0,1971.0,0.0,3.0,0.0,1971.0,NA,cow,red,NA,bad,1,0.0,120500.0
1447,2.0,940.0,1026.0,6.0,6.0,1978.0,0.0,3.0,0.0,1978.0,NA,dog,red,NA,bad,1,0.0,147000.0
355,2.0,952.0,1636.0,6.0,5.0,1998.0,1.0,3.0,684.0,1999.0,NA,NA,red,bad,bad,0,1.0,191000.0
2227,2.0,1004.0,1020.0,8.0,5.0,1988.0,0.0,1.0,0.0,1988.0,NA,NA,red,NA,bad,1,0.0,200000.0
461,2.0,1324.0,1324.0,8.0,5.0,2006.0,1.0,2.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,254000.0
1790,2.0,1686.0,1694.0,8.0,5.0,2004.0,1.0,3.0,0.0,2005.0,NA,NA,red,good,good,0,0.0,307000.0
494,3.0,1252.0,2365.0,8.0,5.0,1999.0,1.0,3.0,1097.0,1999.0,NA,NA,red,good,good,0,1.0,337000.0
2439,2.0,959.0,1671.0,6.0,5.0,2000.0,1.0,3.0,712.0,2000.0,NA,NA,red,bad,bad,0,1.0,173000.0
1088,2.0,728.0,1456.0,6.0,5.0,2005.0,0.0,3.0,728.0,2005.0,NA,NA,red,NA,good,0,1.0,176000.0
1372,1.0,952.0,1211.0,5.0,5.0,1968.0,1.0,3.0,0.0,1968.0,NA,NA,red,bad,bad,1,0.0,134000.0
1682,1.0,1061.0,1055.0,7.0,7.0,1978.0,0.0,2.0,0.0,1978.0,NA,NA,red,NA,bad,0,0.0,142500.0
389,2.0,1176.0,1193.0,7.0,5.0,1975.0,1.0,3.0,0.0,1975.0,NA,NA,red,bad,bad,0,0.0,158000.0
759,0.0,858.0,892.0,4.0,6.0,1923.0,0.0,1.0,0.0,1950.0,Grvl,NA,red,NA,good,1,0.0,70000.0
2597,1.0,1073.0,1073.0,5.0,6.0,1921.0,0.0,2.0,0.0,1968.0,NA,NA,red,NA,bad,1,0.0,108480.0
2710,1.0,912.0,934.0,6.0,7.0,1964.0,0.0,2.0,0.0,1964.0,NA,cat,red,NA,bad,1,0.0,132000.0
32,2.0,1069.0,1069.0,6.0,5.0,1977.0,1.0,2.0,0.0,1977.0,NA,NA,red,okay,bad,0,0.0,127500.0
1858,2.0,528.0,1855.0,6.0,7.0,1976.0,1.0,3.0,761.0,1994.0,NA,NA,red,bad,bad,0,1.0,187000.0
981,1.0,384.0,1091.0,6.0,5.0,1993.0,0.0,2.0,0.0,1996.0,NA,NA,red,NA,bad,1,0.0,131250.0
1338,1.0,739.0,1342.0,6.0,5.0,1939.0,1.0,2.0,468.0,1950.0,NA,NA,red,good,bad,0,0.0,105000.0
616,2.0,1505.0,1505.0,6.0,4.0,1953.0,1.0,2.0,0.0,1953.0,NA,NA,red,bad,bad,1,0.0,149500.0
1034,2.0,1054.0,1054.0,6.0,8.0,1969.0,0.0,3.0,0.0,1969.0,NA,NA,red,NA,bad,1,1.0,151000.0
658,1.0,768.0,792.0,5.0,8.0,1924.0,0.0,2.0,0.0,2006.0,NA,NA,red,NA,good,1,0.0,109500.0
784,2.0,861.0,861.0,4.0,5.0,1940.0,0.0,1.0,0.0,1950.0,NA,NA,red,NA,bad,1,0.0,82500.0
2926,2.0,864.0,902.0,5.0,5.0,1983.0,0.0,2.0,0.0,1983.0,NA,dog,red,NA,bad,1,0.0,131000.0
856,1.0,864.0,864.0,5.0,8.0,1978.0,0.0,3.0,0.0,2005.0,NA,cow,red,NA,bad,1,0.0,136500.0
1130,2.0,864.0,1728.0,6.0,5.0,2003.0,0.0,3.0,864.0,2003.0,NA,NA,red,NA,good,0,1.0,207500.0
1062,3.0,1148.0,2332.0,8.0,5.0,2004.0,1.0,4.0,1162.0,2004.0,NA,NA,red,good,amazing,0,1.0,316000.0
603,2.0,1048.0,1728.0,5.0,6.0,1956.0,1.0,3.0,0.0,1956.0,NA,NA,red,good,bad,0,0.0,177625.0
173,2.0,1347.0,1347.0,5.0,7.0,1957.0,0.0,3.0,0.0,1957.0,Grvl,NA,red,NA,good,1,0.0,143000.0
1186,2.0,1427.0,1427.0,6.0,6.0,1969.0,0.0,4.0,0.0,1969.0,NA,NA,red,NA,bad,0,0.0,183000.0
1425,3.0,2271.0,2276.0,9.0,5.0,2008.0,2.0,3.0,0.0,2008.0,NA,NA,red,good,amazing,0,0.0,475000.0
580,2.0,1442.0,1442.0,6.0,6.0,1970.0,1.0,2.0,0.0,1970.0,NA,NA,red,bad,bad,0,0.0,185000.0
805,2.0,1128.0,2020.0,8.0,5.0,1995.0,1.0,3.0,878.0,1995.0,NA,NA,red,bad,good,0,1.0,239500.0
1852,2.0,1220.0,2362.0,8.0,5.0,1998.0,2.0,3.0,1142.0,1998.0,NA,NA,red,bad,good,0,1.0,312500.0
826,2.0,1604.0,1604.0,7.0,5.0,2006.0,1.0,3.0,0.0,2006.0,NA,NA,red,good,good,0,1.0,220000.0
2470,0.0,1142.0,1142.0,6.0,5.0,2005.0,0.0,3.0,0.0,2005.0,NA,NA,red,NA,good,1,1.0,139500.0
539,2.0,1114.0,1114.0,7.0,5.0,2004.0,0.0,3.0,0.0,2005.0,NA,NA,red,NA,good,1,1.0,159000.0
2560,1.0,1056.0,1216.0,5.0,5.0,1951.0,0.0,3.0,0.0,1951.0,NA,NA,blue,NA,bad,1,0.0,135000.0
984,2.0,828.0,883.0,5.0,6.0,1992.0,1.0,2.0,0.0,1993.0,NA,cat,red,okay,bad,1,0.0,149000.0
1758,2.0,915.0,1690.0,6.0,5.0,2000.0,1.0,3.0,750.0,2000.0,NA,NA,red,bad,bad,0,1.0,187000.0
2291,2.0,1029.0,1062.0,6.0,5.0,1976.0,2.0,3.0,0.0,1976.0,NA,NA,red,bad,bad,1,0.0,146800.0
86,1.0,882.0,900.0,5.0,5.0,1967.0,0.0,3.0,0.0,1967.0,NA,dog,red,NA,bad,1,0.0,122000.0
2202,1.0,585.0,1436.0,6.0,7.0,1921.0,1.0,3.0,585.0,1950.0,NA,NA,red,good,bad,1,0.0,141500.0
1566,1.0,1096.0,1118.0,6.0,6.0,1977.0,1.0,3.0,0.0,1977.0,NA,cat,red,bad,bad,1,0.0,171000.0
329,0.0,546.0,1092.0,4.0,7.0,1970.0,0.0,3.0,546.0,1970.0,NA,NA,red,NA,bad,1,1.0,76000.0
20,2.0,1844.0,1844.0,6.0,6.0,1977.0,1.0,3.0,0.0,1977.0,NA,dog,red,bad,bad,0,0.0,190000.0
1170,2.0,1557.0,1557.0,9.0,5.0,1999.0,1.0,2.0,0.0,2000.0,NA,NA,red,bad,amazing,0,0.0,305000.0
1281,2.0,780.0,1611.0,6.0,6.0,1964.0,0.0,4.0,813.0,1964.0,NA,NA,red,NA,bad,1,1.0,167900.0
1650,2.0,848.0,2030.0,6.0,6.0,1976.0,1.0,4.0,912.0,1976.0,NA,NA,red,bad,good,0,1.0,195000.0
2111,2.0,879.0,1795.0,7.0,5.0,2005.0,0.0,3.0,916.0,2006.0,NA,NA,red,NA,good,0,1.0,191000.0
771,1.0,1052.0,1052.0,5.0,6.0,1967.0,1.0,3.0,0.0,1967.0,NA,NA,red,bad,bad,1,1.0,113500.0
2755,2.0,1498.0,1498.0,7.0,5.0,2006.0,0.0,2.0,0.0,2006.0,NA,NA,red,NA,good,0,0.0,204900.0
1156,2.0,1001.0,1641.0,5.0,4.0,1972.0,1.0,4.0,640.0,1972.0,NA,cat,red,good,bad,0,0.0,140000.0
2369,1.0,672.0,1218.0,6.0,7.0,1972.0,0.0,3.0,546.0,1972.0,NA,NA,red,NA,bad,1,1.0,118000.0
756,1.0,483.0,1427.0,6.0,7.0,1915.0,0.0,3.0,686.0,2002.0,NA,NA,red,NA,good,1,0.0,123000.0
1432,1.0,1099.0,1099.0,5.0,6.0,1995.0,0.0,3.0,0.0,2006.0,NA,NA,red,NA,good,1,1.0,144000.0
646,1.0,1008.0,1363.0,5.0,7.0,1951.0,2.0,2.0,0.0,2000.0,NA,NA,red,bad,bad,1,0.0,164900.0
860,1.0,768.0,768.0,5.0,8.0,1972.0,0.0,2.0,0.0,2003.0,NA,dog,red,NA,bad,1,0.0,133900.0
67,2.0,1218.0,1218.0,7.0,5.0,2009.0,0.0,2.0,0.0,2010.0,NA,NA,red,NA,good,0,0.0,204500.0
1225,1.0,572.0,1337.0,5.0,8.0,1950.0,1.0,3.0,0.0,2006.0,NA,NA,red,good,good,1,0.0,141500.0
1517,1.0,720.0,2192.0,5.0,8.0,1939.0,1.0,4.0,720.0,1997.0,NA,NA,red,good,good,0,1.0,179500.0
1184,2.0,952.0,1812.0,7.0,5.0,2002.0,1.0,3.0,860.0,2002.0,NA,NA,red,bad,bad,0,1.0,205000.0
2141,2.0,969.0,969.0,5.0,6.0,1975.0,0.0,3.0,0.0,1975.0,NA,dog,red,NA,bad,1,1.0,122000.0
97,2.0,600.0,1200.0,7.0,5.0,2004.0,0.0,2.0,600.0,2005.0,Pave,NA,red,NA,good,0,1.0,149500.0
1986,2.0,1075.0,1798.0,4.0,8.0,1900.0,0.0,4.0,642.0,1950.0,NA,dog,red,NA,bad,0,1.0,137000.0
691,1.0,818.0,1224.0,6.0,8.0,1926.0,0.0,3.0,406.0,2004.0,Grvl,NA,red,NA,bad,1,0.0,115000.0
792,1.0,672.0,672.0,4.0,6.0,1941.0,0.0,2.0,0.0,1950.0,NA,NA,red,NA,bad,1,0.0,113000.0
1242,2.0,1392.0,1392.0,6.0,5.0,1957.0,2.0,3.0,0.0,1957.0,NA,NA,blue,good,bad,1,1.0,166000.0
1383,1.0,1073.0,1073.0,5.0,5.0,1967.0,0.0,3.0,0.0,1967.0,NA,dog,red,NA,bad,1,0.0,120000.0
2432,2.0,707.0,1414.0,8.0,5.0,2004.0,1.0,3.0,707.0,2004.0,NA,NA,red,good,good,0,1.0,178000.0
577,2.0,392.0,2499.0,8.0,5.0,1976.0,1.0,4.0,1012.0,1976.0,NA,NA,red,good,bad,0,1.0,180500.0
2297,2.0,768.0,768.0,5.0,7.0,1970.0,0.0,2.0,0.0,1970.0,NA,NA,red,NA,bad,1,0.0,129500.0
1226,1.0,992.0,1661.0,6.0,6.0,1955.0,1.0,3.0,0.0,1996.0,NA,dog,red,bad,good,1,0.0,165500.0
2685,1.0,816.0,816.0,5.0,5.0,1925.0,0.0,2.0,0.0,1950.0,Pave,NA,blue,NA,bad,1,0.0,109000.0
2773,2.0,1525.0,1525.0,7.0,5.0,2000.0,0.0,3.0,0.0,2000.0,NA,NA,red,NA,good,0,0.0,235000.0
1990,1.0,728.0,1642.0,6.0,6.0,1927.0,1.0,4.0,728.0,1950.0,Pave,NA,red,good,bad,1,1.0,145000.0
2601,2.0,663.0,1595.0,6.0,8.0,1915.0,1.0,3.0,821.0,1950.0,Grvl,NA,red,good,bad,0,0.0,155500.0
1975,2.0,845.0,1296.0,6.0,6.0,1927.0,0.0,3.0,430.0,1950.0,Grvl,NA,red,NA,bad,1,0.0,127500.0
2434,2.0,1406.0,1936.0,8.0,5.0,2000.0,1.0,3.0,482.0,2000.0,NA,NA,red,bad,good,0,1.0,230500.0
1192,2.0,732.0,1464.0,5.0,6.0,1968.0,0.0,4.0,732.0,1968.0,NA,NA,red,NA,bad,1,1.0,141000.0
2667,0.0,624.0,1248.0,5.0,7.0,1920.0,0.0,2.0,624.0,1950.0,NA,NA,blue,NA,bad,0,0.0,93500.0
1444,1.0,938.0,938.0,5.0,6.0,1975.0,0.0,3.0,0.0,1980.0,NA,dog,red,NA,bad,1,0.0,130250.0
533,2.0,1218.0,1218.0,7.0,6.0,2007.0,0.0,3.0,0.0,2007.0,NA,NA,red,NA,good,1,1.0,159000.0
1841,2.0,625.0,1250.0,7.0,5.0,2006.0,0.0,2.0,625.0,2007.0,Pave,NA,red,NA,good,0,1.0,164700.0
464,2.0,728.0,1456.0,7.0,5.0,2005.0,1.0,3.0,728.0,2005.0,NA,NA,red,good,good,0,1.0,184000.0
2015,1.0,966.0,1426.0,5.0,7.0,1930.0,1.0,3.0,412.0,1992.0,NA,cat,red,good,bad,1,0.0,131750.0
2034,1.0,780.0,1375.0,6.0,6.0,1937.0,1.0,3.0,595.0,1950.0,NA,NA,red,good,good,1,1.0,141000.0
1412,1.0,621.0,1269.0,6.0,8.0,1962.0,0.0,3.0,648.0,2001.0,NA,cow,red,NA,bad,1,1.0,134500.0
260,1.0,689.0,1392.0,6.0,7.0,1977.0,0.0,3.0,703.0,1977.0,NA,dog,red,NA,bad,1,1.0,161750.0
2733,1.0,799.0,1150.0,5.0,5.0,1942.0,2.0,3.0,351.0,1950.0,NA,NA,blue,bad,bad,1,0.0,128000.0
2360,1.0,864.0,864.0,4.0,5.0,1970.0,0.0,3.0,0.0,1970.0,NA,NA,red,NA,bad,1,0.0,116050.0
2162,2.0,1422.0,1422.0,7.0,5.0,2004.0,0.0,3.0,0.0,2004.0,NA,NA,red,NA,good,0,0.0,179600.0
2071,2.0,1643.0,1824.0,7.0,5.0,1971.0,2.0,2.0,0.0,2002.0,NA,NA,red,bad,good,0,0.0,302000.0
673,2.0,1478.0,1478.0,6.0,5.0,1960.0,2.0,3.0,0.0,1960.0,NA,NA,blue,good,bad,0,0.0,157500.0
2609,2.0,912.0,1734.0,6.0,7.0,1962.0,1.0,3.0,649.0,1981.0,NA,cat,red,good,good,1,1.0,159000.0
2013,2.0,861.0,1409.0,6.0,5.0,1938.0,1.0,3.0,548.0,1950.0,NA,NA,red,good,bad,1,1.0,126000.0
136,2.0,1947.0,2207.0,7.0,5.0,1970.0,1.0,3.0,0.0,1989.0,NA,NA,red,good,bad,0,0.0,180000.0
441,3.0,1774.0,1808.0,9.0,5.0,2008.0,1.0,3.0,0.0,2008.0,NA,NA,red,good,amazing,0,0.0,324000.0
2531,1.0,980.0,980.0,5.0,5.0,1967.0,0.0,3.0,0.0,1967.0,NA,NA,red,NA,bad,0,0.0,135500.0
1145,2.0,1278.0,1294.0,6.0,5.0,1991.0,0.0,3.0,0.0,1991.0,NA,cow,red,NA,good,0,0.0,179200.0
1543,2.0,716.0,1556.0,6.0,6.0,1980.0,1.0,3.0,840.0,1980.0,NA,cat,red,bad,bad,0,1.0,151000.0
2507,2.0,600.0,1223.0,7.0,5.0,2005.0,0.0,2.0,623.0,2005.0,Pave,NA,red,NA,good,0,1.0,147400.0
1929,1.0,1216.0,1216.0,5.0,5.0,1955.0,0.0,3.0,0.0,1955.0,NA,NA,red,NA,bad,1,0.0,129500.0
1109,2.0,1986.0,1987.0,8.0,5.0,1994.0,1.0,2.0,0.0,1994.0,NA,NA,red,bad,good,0,0.0,301500.0
1641,2.0,2220.0,2234.0,8.0,5.0,2006.0,1.0,1.0,0.0,2006.0,NA,NA,red,good,good,1,1.0,441929.0
1060,3.0,1414.0,2331.0,9.0,5.0,2005.0,1.0,3.0,917.0,2005.0,NA,NA,red,good,amazing,0,1.0,379000.0
1792,3.0,1302.0,1830.0,8.0,5.0,2006.0,0.0,3.0,528.0,2006.0,NA,NA,red,NA,good,0,1.0,221300.0
857,1.0,1268.0,1268.0,5.0,7.0,1977.0,0.0,3.0,0.0,1989.0,NA,NA,red,NA,good,1,1.0,143500.0
371,2.0,1362.0,1586.0,6.0,5.0,1979.0,1.0,3.0,0.0,1998.0,NA,NA,red,bad,bad,0,0.0,181000.0
1285,2.0,650.0,1539.0,5.0,8.0,1904.0,1.0,3.0,581.0,2002.0,Grvl,NA,red,bad,good,0,0.0,157500.0
2649,2.0,648.0,1118.0,6.0,8.0,1920.0,0.0,2.0,384.0,1950.0,NA,NA,blue,NA,bad,1,0.0,116000.0
2152,2.0,1531.0,2439.0,8.0,5.0,2001.0,1.0,4.0,908.0,2001.0,NA,NA,red,bad,good,0,1.0,275000.0
976,2.0,1188.0,1404.0,5.0,5.0,1969.0,1.0,3.0,0.0,2000.0,NA,NA,red,bad,bad,0,0.0,160000.0
2724,2.0,1188.0,1437.0,5.0,6.0,1956.0,1.0,3.0,0.0,1987.0,NA,NA,red,bad,bad,1,1.0,168000.0
1273,2.0,768.0,1320.0,6.0,6.0,1948.0,0.0,3.0,501.0,1950.0,NA,cow,red,NA,bad,0,0.0,138000.0
2345,2.0,796.0,1574.0,6.0,5.0,1976.0,1.0,3.0,784.0,1976.0,NA,NA,red,bad,bad,0,1.0,190000.0
1694,3.0,1063.0,2172.0,7.0,5.0,2006.0,1.0,3.0,1101.0,2006.0,NA,NA,red,good,good,0,1.0,280000.0
62,2.0,1463.0,2622.0,8.0,5.0,1994.0,2.0,3.0,1122.0,1995.0,NA,NA,red,bad,good,0,1.0,325000.0
1807,0.0,1143.0,1143.0,7.0,5.0,2006.0,0.0,3.0,0.0,2006.0,NA,NA,red,NA,good,1,1.0,147000.0
2246,2.0,1573.0,1625.0,8.0,5.0,2006.0,1.0,2.0,0.0,2007.0,NA,NA,red,good,good,0,0.0,235000.0
1719,2.0,1554.0,1554.0,8.0,5.0,2006.0,1.0,2.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,209500.0
2570,2.0,1360.0,3112.0,8.0,4.0,1918.0,1.0,4.0,1360.0,1990.0,NA,cat,red,good,good,0,0.0,235000.0
2714,2.0,1176.0,1458.0,5.0,5.0,1967.0,1.0,3.0,0.0,1967.0,NA,dog,red,bad,bad,1,1.0,165000.0
201,2.0,576.0,1710.0,7.0,6.0,1921.0,0.0,3.0,808.0,1950.0,NA,cat,red,NA,bad,0,0.0,140000.0
2801,2.0,1860.0,1836.0,7.0,5.0,2004.0,1.0,3.0,0.0,2005.0,NA,NA,red,good,good,0,0.0,216837.0
2673,2.0,1004.0,1664.0,6.0,7.0,1947.0,2.0,3.0,660.0,1950.0,NA,NA,red,good,bad,0,0.0,159000.0
1437,2.0,873.0,1790.0,7.0,5.0,1999.0,0.0,3.0,908.0,1999.0,NA,NA,red,NA,good,0,1.0,193000.0
1191,2.0,1522.0,2614.0,6.0,7.0,1974.0,1.0,4.0,1066.0,1997.0,NA,NA,red,bad,bad,0,1.0,240000.0
128,2.0,782.0,1556.0,6.0,6.0,1949.0,1.0,3.0,537.0,1950.0,NA,NA,red,good,bad,0,0.0,172500.0
2128,2.0,988.0,1873.0,7.0,5.0,1999.0,1.0,3.0,885.0,1999.0,NA,NA,red,bad,good,0,1.0,235500.0
851,2.0,1492.0,1492.0,7.0,5.0,2001.0,1.0,3.0,0.0,2001.0,NA,NA,red,bad,good,0,0.0,201000.0
198,2.0,528.0,1040.0,5.0,7.0,1936.0,0.0,2.0,492.0,1980.0,NA,NA,red,NA,bad,1,0.0,123900.0
1814,2.0,1575.0,1575.0,6.0,5.0,1992.0,0.0,2.0,0.0,1992.0,NA,NA,red,NA,good,0,0.0,179200.0
2829,2.0,970.0,1709.0,7.0,5.0,2004.0,0.0,3.0,739.0,2004.0,NA,NA,red,NA,good,0,0.0,130000.0
2828,2.0,970.0,1709.0,7.0,5.0,2004.0,0.0,3.0,739.0,2004.0,NA,NA,red,NA,good,0,0.0,134000.0
1190,2.0,1625.0,1625.0,5.0,6.0,1965.0,0.0,4.0,0.0,1965.0,NA,NA,red,NA,bad,0,0.0,140500.0
2774,2.0,1479.0,1494.0,6.0,5.0,1997.0,0.0,3.0,0.0,1997.0,NA,NA,red,NA,good,0,0.0,217000.0
1211,2.0,1092.0,1092.0,6.0,7.0,1964.0,0.0,3.0,0.0,1964.0,NA,dog,red,NA,bad,1,0.0,145000.0
2855,1.0,992.0,1465.0,5.0,5.0,1939.0,2.0,3.0,473.0,1950.0,NA,NA,red,bad,bad,0,0.0,131000.0
2515,2.0,1568.0,1568.0,8.0,5.0,2001.0,1.0,3.0,0.0,2002.0,Pave,NA,red,bad,good,0,0.0,221000.0
112,2.0,1610.0,1610.0,6.0,7.0,1977.0,2.0,3.0,0.0,2001.0,NA,NA,red,bad,good,0,0.0,205000.0
1877,1.0,1024.0,1344.0,5.0,5.0,1958.0,1.0,2.0,0.0,1983.0,NA,cow,red,bad,bad,1,0.0,144000.0
2654,1.0,770.0,1182.0,6.0,7.0,1945.0,0.0,3.0,297.0,1950.0,NA,cow,red,NA,bad,1,1.0,120000.0
2721,2.0,1763.0,1779.0,5.0,4.0,1955.0,1.0,3.0,0.0,1974.0,NA,NA,red,good,bad,1,1.0,170000.0
1820,2.0,1057.0,1057.0,5.0,5.0,1962.0,0.0,3.0,0.0,1962.0,NA,NA,red,NA,bad,1,0.0,132000.0
863,2.0,1068.0,2184.0,8.0,5.0,2003.0,1.0,4.0,1116.0,2003.0,NA,NA,red,good,good,0,1.0,254750.0
