,feature01,feature02,feature04,feature05,feature06,feature07,feature08,feature09,feature10,feature10.1,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature21,feature22,feature23,target
2762,2.0,610.0,784.0,784,6,1596,7,5,2005,2,red,0,NA,good,3,1,6,1,812,2005,181000
223,1.0,299.0,663.0,663,7,1352,6,7,1969,1,red,0,NA,bad,4,1,3,1,689,1969,158000
2543,2.0,588.0,1626.0,1712,8,1712,5,5,1959,2,red,0,NA,bad,4,2,6,0,0,2005,145000
17,3.0,834.0,1856.0,1856,8,1856,9,2,2010,1,red,1,amazing,amazing,1,1,6,1,0,2010,394432
58,2.0,434.0,884.0,884,8,2035,7,5,2001,2,red,1,good,good,3,1,5,1,1151,2001,222500
986,2.0,440.0,624.0,624,6,1287,5,5,1992,1,red,0,NA,bad,3,1,7,1,663,1992,130000
2517,2.0,546.0,1208.0,1208,6,1208,6,6,1977,1,red,1,bad,bad,3,1,6,1,0,1977,165000
2499,2.0,462.0,1288.0,1301,9,2417,8,5,1991,2,red,1,bad,good,4,1,4,1,1116,1992,260000
2256,1.0,286.0,1502.0,1502,5,1502,7,5,1998,1,red,1,bad,good,1,1,9,1,0,1998,330000
2068,2.0,494.0,967.0,1299,6,1299,6,5,1954,1,red,1,bad,good,3,1,10,0,0,1995,150000
415,2.0,440.0,855.0,855,7,1441,6,6,1978,2,red,1,bad,bad,3,1,4,1,586,1978,148500
2050,2.0,440.0,1005.0,1005,5,1005,4,3,1964,1,red,0,NA,bad,3,1,7,0,0,1964,115400
2504,2.0,588.0,1143.0,1143,5,1143,7,5,2004,1,red,1,good,good,1,1,5,1,0,2004,176400
264,2.0,670.0,1581.0,1601,6,1601,8,5,2001,2,red,1,bad,good,3,1,5,0,0,2002,272000
1757,2.0,400.0,660.0,660,6,1320,7,5,2003,2,red,0,NA,good,3,1,8,1,660,2003,162000
1861,2.0,600.0,1361.0,1361,12,2620,5,5,1977,2,red,1,bad,bad,4,2,8,2,1259,1977,190000
2450,3.0,959.0,1733.0,1933,11,3500,9,5,1993,3,red,1,bad,amazing,4,1,5,1,1567,1994,584500
1738,2.0,440.0,752.0,752,6,1504,6,5,2007,2,red,0,NA,good,3,1,12,1,752,2007,166000
149,1.0,318.0,864.0,1064,4,1064,5,7,1952,1,red,0,NA,okay,2,1,5,0,0,1952,135000
107,2.0,484.0,1226.0,1226,4,1226,8,6,1978,1,red,1,bad,good,1,1,1,0,0,1978,206000
1661,2.0,488.0,1084.0,1084,8,1877,6,6,1974,2,red,1,bad,bad,4,1,11,1,793,1974,178900
981,1.0,429.0,384.0,1091,5,1091,6,5,1993,1,red,0,NA,bad,2,1,8,0,0,1996,131250
1440,2.0,530.0,1494.0,1494,6,1494,7,5,2002,2,red,1,bad,good,3,1,9,0,0,2002,221000
1389,1.0,300.0,960.0,960,6,960,5,8,1963,1,red,0,NA,good,3,1,5,0,0,2003,144900
1,1.0,730.0,882.0,896,5,896,5,6,1961,1,red,0,NA,bad,2,1,6,0,0,1961,105000
388,2.0,528.0,1116.0,1116,6,1116,6,6,1974,2,red,1,bad,bad,3,1,4,0,0,1974,167900
534,2.0,484.0,1141.0,1141,6,1141,7,5,2006,1,red,0,NA,good,3,1,6,1,0,2006,152000
592,2.0,528.0,810.0,810,6,1665,8,6,2001,2,red,0,NA,good,3,1,11,1,855,2001,227000
1006,2.0,409.0,712.0,1086,7,1895,7,5,1994,2,red,1,bad,good,3,1,10,1,809,1996,194500
1199,2.0,831.0,1142.0,1175,11,2715,8,9,1976,3,red,2,bad,good,4,1,7,1,1540,1996,299800
457,3.0,685.0,2200.0,2200,8,2200,8,5,2003,2,red,1,good,amazing,3,1,7,1,0,2004,382500
895,1.0,195.0,1078.0,1368,6,1368,5,5,1950,1,blue,0,NA,bad,3,1,6,0,0,1950,120000
2683,1.0,205.0,616.0,616,4,616,5,7,1921,1,red,0,NA,bad,2,1,6,0,0,1950,89000
704,2.0,576.0,936.0,936,4,936,4,4,1953,1,red,0,NA,bad,2,1,2,0,0,1953,93000
1422,2.0,472.0,672.0,1302,8,2037,7,5,1996,2,red,1,bad,good,3,1,2,1,735,1996,229000
716,4.0,864.0,1240.0,1320,8,2640,7,7,1880,1,red,1,good,good,4,1,5,1,1320,2003,265979
2167,2.0,461.0,1214.0,1214,6,1214,5,7,1965,1,red,0,NA,bad,2,1,4,0,0,1965,140000
868,2.0,608.0,944.0,944,6,1870,7,5,2001,2,red,0,NA,good,3,1,5,1,926,2001,211000
1654,2.0,478.0,1259.0,1353,5,1353,6,5,1979,2,red,1,bad,bad,2,1,8,0,0,1999,192350
1483,2.0,420.0,848.0,848,3,848,6,5,2004,1,red,1,good,good,1,1,1,0,0,2004,149000
1449,2.0,440.0,864.0,1558,5,1558,5,6,1975,2,red,0,NA,bad,2,1,8,0,0,2001,163000
720,0.0,0.0,624.0,816,5,816,4,3,1910,1,red,1,good,bad,2,1,6,0,0,1950,58500
2857,3.0,642.0,756.0,961,7,1717,7,5,1915,1,red,1,good,good,3,1,2,0,756,1970,140000
2628,1.0,300.0,1150.0,1150,6,1150,5,6,1959,1,blue,0,NA,bad,3,1,5,0,0,1959,141000
2066,2.0,576.0,816.0,1416,7,1416,5,7,1918,2,red,0,NA,good,3,1,8,0,0,2007,112000
1878,1.0,352.0,1728.0,1728,10,1728,5,4,1964,2,red,0,NA,bad,6,2,11,0,0,1964,119000
949,2.0,560.0,804.0,804,7,1961,6,5,2001,2,red,1,bad,good,3,1,6,1,1157,2002,215000
2203,1.0,216.0,912.0,912,7,1426,7,8,1918,1,red,1,good,good,3,1,6,1,514,1998,189950
1496,2.0,451.0,1132.0,1132,5,1132,4,5,2005,1,red,0,NA,good,2,1,6,1,0,2005,176000
2651,2.0,576.0,960.0,960,5,960,5,7,1955,1,blue,0,NA,bad,3,1,6,0,0,1955,135500
2699,2.0,576.0,1921.0,1921,8,1921,6,5,1964,2,red,0,NA,bad,4,2,7,0,0,1964,150000
2266,2.0,422.0,872.0,888,7,1756,6,5,1996,2,red,0,NA,bad,3,1,7,1,868,1997,204000
1912,2.0,525.0,1218.0,1254,6,1254,6,5,1961,1,red,1,good,bad,3,1,5,0,0,1961,158500
52,2.0,437.0,1145.0,1145,6,1145,7,5,2006,2,red,0,NA,good,2,1,1,0,0,2006,160000
1526,2.0,400.0,676.0,676,6,1264,6,6,1914,1,red,0,NA,bad,3,1,1,0,588,1995,147500
1828,2.0,518.0,1192.0,1516,9,2167,7,7,1974,2,red,2,good,good,3,1,7,1,651,2003,294000
2133,2.0,500.0,840.0,840,8,1668,7,5,2003,2,red,0,NA,good,3,1,9,1,828,2003,180000
20,2.0,546.0,1844.0,1844,7,1844,6,6,1977,2,red,1,bad,bad,3,1,1,0,0,1977,190000
1302,1.0,297.0,407.0,407,3,407,2,5,1946,1,blue,0,NA,bad,1,1,3,0,0,1950,46500
2919,0.0,0.0,546.0,546,5,1092,4,7,1970,1,red,0,NA,bad,3,1,6,1,546,1970,90500
953,2.0,497.0,1188.0,1217,6,1217,7,5,1990,2,red,0,NA,good,3,1,6,0,0,1991,173000
194,1.0,240.0,608.0,608,5,1132,6,7,1939,1,red,0,NA,bad,2,1,4,0,524,1950,134000
189,2.0,560.0,777.0,1246,11,2290,4,6,1885,2,red,0,NA,bad,4,2,4,0,1044,1950,122500
1671,2.0,528.0,864.0,864,5,864,4,6,1971,1,red,0,NA,bad,3,1,5,0,0,1971,120500
2162,2.0,626.0,1422.0,1422,7,1422,7,5,2004,2,red,0,NA,good,3,1,11,0,0,2004,179600
326,1.0,286.0,546.0,546,6,1092,4,5,1973,1,red,0,NA,bad,3,1,5,1,546,1973,83500
1579,2.0,438.0,1495.0,1495,8,1495,6,5,1989,2,red,1,bad,bad,3,1,7,0,0,1989,150000
638,1.0,294.0,1200.0,1200,6,1200,4,5,1956,1,red,2,good,bad,3,1,11,0,0,1956,144000
267,2.0,598.0,1649.0,1661,6,1661,7,5,1998,2,red,0,NA,good,3,1,5,0,0,1998,224900
1490,2.0,480.0,1127.0,1127,6,1127,6,6,1976,1,red,1,horrible,bad,3,1,5,1,0,1976,135000
2304,1.0,288.0,864.0,887,5,887,5,6,1984,1,red,0,NA,bad,3,1,12,0,0,1984,124500
2117,2.0,444.0,832.0,976,9,2087,6,8,1966,2,red,0,NA,good,5,1,7,1,1111,2007,187500
480,2.0,400.0,782.0,806,8,1489,7,5,2003,2,red,1,good,good,3,1,6,1,683,2003,192000
2643,1.0,270.0,813.0,813,5,813,6,8,1930,1,blue,0,NA,good,2,1,6,0,0,2005,110000
613,1.0,330.0,960.0,960,5,960,5,5,1955,1,red,0,NA,bad,2,1,2,0,0,1955,122000
1334,1.0,240.0,981.0,1014,6,1672,6,7,1940,1,red,1,good,good,3,1,7,1,658,1989,164900
2098,3.0,870.0,1643.0,1651,7,1651,8,5,2007,2,red,1,good,good,3,1,9,0,0,2007,250000
2479,2.0,462.0,836.0,844,7,1731,6,5,1992,2,red,0,NA,good,3,1,10,1,887,1993,248500
2014,1.0,280.0,672.0,899,7,1322,5,8,1939,1,red,0,NA,bad,4,1,7,0,423,1952,132000
1802,2.0,594.0,1574.0,1584,6,1584,8,5,2007,2,red,1,good,amazing,2,1,5,0,0,2007,261329
583,2.0,784.0,752.0,1285,7,2067,7,6,1974,2,red,2,bad,good,3,1,6,1,782,1974,206000
2886,2.0,616.0,1664.0,1664,10,1664,6,5,1978,2,red,0,NA,bad,4,2,10,0,0,1978,145000
984,2.0,698.0,828.0,883,5,883,5,6,1992,1,red,1,okay,bad,2,1,6,0,0,1993,149000
48,2.0,576.0,1752.0,1752,6,1752,9,5,2005,2,red,1,good,amazing,2,1,2,0,0,2005,319900
1189,2.0,578.0,1620.0,1620,8,1620,7,7,1967,2,red,1,good,good,4,1,8,0,0,1967,215000
2589,1.0,270.0,884.0,884,4,884,5,6,1951,1,red,0,NA,bad,2,1,6,0,0,1991,142000
1743,3.0,630.0,1406.0,1589,7,1589,8,5,2003,2,red,1,bad,good,2,1,11,0,0,2003,226500
2523,2.0,501.0,1153.0,1193,6,1193,5,6,1972,2,red,0,NA,bad,2,1,7,0,0,1972,146500
2290,1.0,286.0,546.0,546,6,1092,4,3,1976,1,red,0,NA,bad,3,1,4,1,546,1976,75190
717,1.0,357.0,917.0,1090,8,2007,6,7,1900,2,blue,0,NA,amazing,3,1,6,0,917,1950,160000
1215,1.0,312.0,1053.0,1053,5,1053,5,7,1959,1,red,0,NA,good,3,1,8,1,0,2006,145500
1695,3.0,932.0,2552.0,2552,8,2552,9,5,2007,2,red,2,amazing,amazing,3,1,10,0,0,2007,479069
226,2.0,480.0,720.0,720,7,1440,5,5,1968,1,red,2,bad,bad,4,1,3,1,720,1968,163000
1929,1.0,336.0,1216.0,1216,5,1216,5,5,1955,1,red,0,NA,bad,3,1,8,0,0,1955,129500
542,3.0,788.0,1450.0,1450,6,1450,7,5,2008,2,red,0,NA,good,2,1,2,0,0,2009,224243
2312,2.0,423.0,781.0,781,7,1671,6,5,1995,2,red,1,bad,bad,3,1,2,1,890,1995,170000
2389,3.0,878.0,1030.0,1038,8,2098,8,5,2005,2,red,1,good,amazing,3,1,3,1,1060,2005,275500
1655,2.0,462.0,780.0,780,7,1620,5,5,1969,2,red,0,NA,bad,4,1,4,1,840,1969,152000
1487,1.0,264.0,1092.0,1092,6,1092,5,5,1966,1,red,0,NA,bad,3,1,4,0,0,1966,123000
2525,2.0,508.0,1568.0,2156,9,2156,7,7,1968,2,red,1,good,bad,3,1,6,0,0,2003,262500
842,2.0,546.0,866.0,866,6,1779,7,5,1998,2,red,0,NA,good,3,1,3,1,913,1998,197900
707,2.0,288.0,861.0,861,5,861,4,6,1920,1,red,0,NA,bad,2,1,11,0,0,1950,80000
1849,2.0,576.0,975.0,975,7,1950,7,5,1997,2,red,1,bad,good,3,1,6,1,975,1998,239000
1095,2.0,403.0,707.0,707,6,1414,7,5,2002,2,red,1,good,good,3,1,4,1,707,2002,176000
1420,2.0,534.0,1602.0,1626,7,1626,7,5,1994,2,red,1,bad,good,3,1,4,1,0,1994,226500
1963,1.0,286.0,1040.0,1040,6,1040,5,7,1959,1,red,0,NA,good,3,1,7,0,0,2003,152000
579,2.0,441.0,727.0,829,8,1556,6,6,1968,1,red,0,NA,bad,4,1,5,1,727,1968,154000
1393,1.0,300.0,533.0,1021,6,1601,5,6,1958,1,red,0,NA,bad,3,1,12,0,580,1987,140000
2733,1.0,215.0,799.0,799,6,1150,5,5,1942,1,blue,2,bad,bad,3,1,3,0,351,1950,128000
591,2.0,583.0,1650.0,1680,7,1680,7,5,1998,2,red,1,bad,good,3,1,6,0,0,1999,213250
2178,2.0,450.0,1090.0,1090,5,1090,5,5,2005,1,red,0,NA,bad,2,1,6,1,0,2006,157000
2631,1.0,300.0,925.0,999,6,999,5,5,1962,1,red,0,NA,bad,3,1,5,0,0,1962,134500
289,2.0,399.0,856.0,856,4,856,6,6,1939,1,red,1,good,bad,2,1,3,0,0,1950,126000
2207,2.0,552.0,661.0,661,8,1250,5,6,1910,2,red,1,good,bad,3,1,11,0,589,2003,139000
40,2.0,532.0,1541.0,1541,7,1541,7,5,2005,2,red,1,good,good,3,1,5,0,0,2005,220000
1275,2.0,528.0,832.0,832,4,832,6,6,1954,1,red,0,NA,good,2,1,6,0,0,1954,105500
2149,2.0,542.0,860.0,860,7,1729,7,5,2002,2,red,0,NA,good,3,1,8,1,869,2002,200000
2316,2.0,576.0,1392.0,1392,9,2462,7,5,2005,2,red,1,good,good,4,1,3,1,1070,2006,320000
768,2.0,480.0,520.0,1464,6,1464,5,6,1963,2,red,1,bad,bad,3,1,10,0,0,1999,175000
1075,2.0,550.0,1342.0,1342,6,1342,8,5,2006,2,red,1,good,good,2,1,6,0,0,2007,234250
1895,2.0,510.0,1592.0,1652,6,1652,6,7,1959,1,red,1,good,good,3,1,7,1,0,1991,200000
2572,2.0,540.0,1106.0,1190,6,1190,5,6,1962,1,red,0,NA,bad,3,1,5,0,0,1962,132500
206,0.0,0.0,0.0,372,7,1092,4,5,1930,2,red,0,NA,okay,3,2,7,0,720,1950,55000
97,2.0,480.0,600.0,600,4,1200,7,5,2004,2,red,0,NA,good,2,1,2,1,600,2005,149500
2843,1.0,216.0,498.0,498,3,498,2,3,1922,1,green,0,NA,bad,1,1,2,0,0,1955,35000
2869,1.0,342.0,1168.0,1278,9,2315,5,7,1950,2,red,3,good,bad,4,1,7,0,1037,1963,257000
2541,1.0,368.0,1050.0,1050,6,1050,5,6,1961,1,red,0,NA,bad,3,1,1,0,0,1961,136500
2769,2.0,462.0,1100.0,1100,5,1100,5,6,1996,1,red,0,NA,bad,3,1,6,1,0,1996,145000
805,2.0,466.0,1128.0,1142,8,2020,8,5,1995,2,red,1,bad,good,3,1,6,1,878,1995,239500
751,1.0,216.0,672.0,1272,8,1944,7,8,1915,2,red,0,NA,bad,3,1,6,0,672,1994,179900
1008,2.0,472.0,1228.0,1228,5,1228,8,5,1988,2,red,1,good,good,2,1,10,0,0,1989,189000
2032,2.0,658.0,741.0,1497,9,2294,6,6,1963,3,red,1,good,bad,5,1,4,0,797,1963,202500
2220,2.0,416.0,1477.0,1839,7,1839,6,7,1957,2,red,2,bad,good,3,1,6,0,0,2004,257500
561,1.0,360.0,864.0,864,5,864,5,5,1965,1,red,1,horrible,bad,3,1,12,0,0,1965,62383
320,2.0,431.0,967.0,993,9,1908,8,5,2002,2,red,0,NA,good,4,1,4,1,915,2002,202900
1416,0.0,0.0,572.0,572,5,1096,6,5,1924,1,green,0,NA,bad,2,1,4,0,524,1950,79000
2800,2.0,583.0,1108.0,1108,8,2097,7,6,1998,2,red,1,bad,good,3,1,6,1,989,1998,274300
1065,3.0,871.0,998.0,1006,8,2046,7,5,2003,2,red,1,good,good,3,1,8,1,1040,2004,284000
2893,2.0,518.0,1632.0,1650,6,1650,6,5,1958,1,red,2,good,bad,2,1,3,0,0,1958,250764
1435,2.0,600.0,864.0,872,6,1771,6,5,1997,2,red,0,NA,good,3,1,7,1,899,1997,215700
1117,3.0,851.0,1341.0,1341,7,1861,8,5,2007,3,red,1,good,good,3,1,7,0,520,2007,257000
1887,2.0,440.0,864.0,1187,6,1187,5,5,1961,1,red,1,bad,bad,2,1,8,0,0,1961,140500
940,2.0,576.0,760.0,928,11,2168,5,6,1900,2,red,0,NA,good,5,1,12,0,928,1993,123000
133,1.0,244.0,1268.0,1268,7,1268,5,6,1954,1,red,1,good,bad,2,1,3,0,0,1954,132000
507,3.0,972.0,1696.0,1696,7,1696,8,5,2008,2,red,0,NA,good,3,1,9,0,0,2008,275000
1732,3.0,350.0,698.0,698,6,1746,6,5,2006,2,red,1,good,good,3,1,6,1,1048,2007,198444
2276,3.0,642.0,1094.0,1133,9,2482,8,5,2005,2,red,1,good,good,4,1,2,1,1349,2006,281213
2263,3.0,870.0,1638.0,1646,6,1646,8,5,2006,2,red,1,good,good,3,1,11,0,0,2007,248900
606,2.0,610.0,1313.0,1313,6,1313,5,6,1961,1,red,1,bad,good,3,1,2,1,0,1995,153000
1846,2.0,440.0,756.0,769,5,1525,6,5,2000,2,red,1,bad,good,3,1,6,1,756,2000,177000
2662,1.0,225.0,815.0,815,7,1690,7,6,1916,1,red,1,good,bad,3,1,7,0,875,1950,144000
1883,1.0,264.0,588.0,1138,6,1138,6,8,1958,1,red,0,NA,bad,3,1,6,0,0,1958,145000
1233,2.0,480.0,1104.0,1104,9,1988,6,7,1966,2,red,1,good,good,4,1,8,1,884,1999,227000
572,2.0,506.0,691.0,713,6,1452,7,5,1999,2,red,0,NA,good,3,1,9,1,739,1999,156000
2739,2.0,569.0,0.0,1488,7,1488,5,6,1952,1,red,1,amazing,bad,3,1,4,0,0,2002,135000
964,2.0,578.0,1645.0,1479,7,1479,7,5,1987,2,red,1,okay,good,3,1,7,1,0,1989,213500
2469,2.0,572.0,1293.0,1301,5,1301,7,5,2006,2,red,1,good,good,2,1,8,0,0,2006,187750
1993,2.0,560.0,662.0,1422,10,2337,5,5,1900,2,red,0,NA,bad,5,2,9,0,915,1950,90000
950,1.0,351.0,902.0,926,5,926,6,6,1977,1,red,1,bad,bad,2,1,4,0,0,1977,156450
2856,1.0,240.0,824.0,824,6,1288,5,4,1941,1,red,0,NA,bad,4,1,11,0,464,1950,112000
899,0.0,0.0,1678.0,1678,10,1678,5,5,1959,2,red,0,NA,bad,6,2,8,0,0,1959,119900
1917,1.0,308.0,1008.0,1008,6,1008,5,6,1956,1,red,0,NA,okay,3,1,12,0,0,1956,131000
968,3.0,920.0,1978.0,1978,7,1978,9,5,2007,2,red,1,good,amazing,2,1,5,0,0,2007,425000
659,1.0,264.0,1054.0,1078,6,1078,5,7,1925,1,red,0,NA,amazing,3,1,12,0,0,1950,125000
2682,2.0,440.0,1103.0,1103,5,1103,6,6,1925,1,red,1,good,good,2,1,7,0,0,1980,110500
838,2.0,550.0,799.0,827,6,1661,7,6,1996,2,red,1,bad,good,3,1,4,1,834,1996,212000
11,2.0,420.0,1168.0,1187,6,1187,6,7,1992,2,red,0,NA,bad,3,1,3,0,0,2007,185000
2198,1.0,352.0,1290.0,1422,6,1422,5,5,1926,1,red,0,NA,bad,3,1,4,0,0,1950,136500
1515,0.0,0.0,780.0,936,9,1716,5,6,1912,2,red,0,NA,okay,6,1,3,0,780,2000,135900
1238,1.0,480.0,1248.0,1440,7,1440,5,7,1959,2,red,0,NA,good,2,1,6,0,0,1998,185000
1258,4.0,1488.0,892.0,1254,7,1436,5,5,1922,1,red,1,good,bad,3,1,6,0,182,1950,139000
309,3.0,741.0,1049.0,1036,8,1916,8,5,1998,2,red,1,bad,good,3,1,5,1,880,1999,254900
1399,2.0,505.0,1160.0,1156,8,2022,7,5,1977,2,red,1,bad,bad,4,1,3,1,866,1977,192000
446,2.0,644.0,1502.0,1502,7,1502,7,5,2009,2,red,0,NA,good,3,1,9,0,0,2009,233170
2908,1.0,336.0,264.0,616,5,1304,5,6,1977,1,red,1,bad,bad,3,1,5,1,688,1977,104500
1402,2.0,529.0,1364.0,1663,6,1663,4,6,1954,1,red,2,good,good,2,1,3,0,0,1994,256000
157,1.0,330.0,912.0,912,6,1458,6,5,1948,1,red,1,good,bad,3,1,1,0,546,1950,97500
1322,2.0,342.0,1313.0,1313,10,2495,7,7,1890,2,red,1,good,bad,5,1,12,0,1182,1999,184000
2146,2.0,583.0,1673.0,1673,7,1673,7,5,2000,2,red,1,bad,good,3,1,1,0,0,2000,270000
232,2.0,586.0,1332.0,1332,4,1524,7,6,1979,0,red,1,bad,good,0,1,4,1,192,1979,260000
509,3.0,840.0,1573.0,1578,7,1578,8,5,2008,2,red,1,good,amazing,3,1,5,0,0,2009,287090
2667,0.0,0.0,624.0,624,8,1248,5,7,1920,2,blue,0,NA,bad,2,2,12,0,624,1950,93500
1380,1.0,294.0,992.0,992,6,992,5,7,1967,1,red,0,NA,good,3,1,7,0,0,2005,145000
1979,1.0,273.0,641.0,1047,6,1047,4,7,1885,1,red,0,NA,bad,2,1,8,0,0,1995,100000
18,2.0,400.0,864.0,864,4,864,4,5,1951,1,red,0,NA,bad,2,1,6,0,0,1951,141000
2776,2.0,515.0,842.0,856,7,1749,7,5,1999,2,red,0,NA,good,3,1,6,1,893,1999,196000
2703,1.0,180.0,830.0,879,4,879,5,3,1936,1,red,0,NA,bad,2,1,1,0,0,1950,80000
200,1.0,288.0,1124.0,1068,5,1068,6,5,1923,1,red,1,good,bad,2,1,3,0,0,1950,109500
396,1.0,336.0,1043.0,1050,6,1050,5,7,1971,1,red,0,NA,bad,3,1,7,1,0,1971,143000
1891,2.0,440.0,1042.0,1042,5,1042,6,5,1965,2,red,0,NA,bad,3,1,5,0,0,1965,161000
2564,1.0,240.0,936.0,936,5,936,5,6,1954,1,blue,0,NA,bad,2,1,3,0,0,1975,121000
1915,2.0,596.0,1021.0,1465,7,2380,6,5,1965,2,red,1,horrible,bad,3,1,8,1,915,1979,129000
650,2.0,420.0,978.0,1014,7,1699,3,5,1900,2,red,0,NA,bad,3,2,8,0,685,1970,95000
1324,1.0,352.0,1050.0,1050,7,1795,5,5,1954,2,green,0,NA,bad,4,1,11,0,745,1954,131500
1323,1.0,308.0,984.0,984,5,984,5,6,1959,1,red,0,NA,okay,2,1,6,0,0,1959,110000
919,2.0,440.0,840.0,840,6,1567,5,6,1940,1,red,2,bad,bad,2,1,2,1,727,1950,205000
2588,1.0,300.0,1056.0,1056,6,1056,5,6,1955,1,red,0,NA,bad,3,1,11,1,0,1955,125000
47,3.0,756.0,1671.0,1687,7,2250,8,5,2002,2,red,1,amazing,good,3,1,6,1,563,2002,320000
1471,3.0,721.0,1838.0,1838,8,1838,6,5,1997,2,red,0,NA,bad,2,2,7,0,0,1998,185000
1206,1.0,283.0,952.0,952,4,952,4,7,1956,1,blue,0,NA,bad,2,1,4,0,0,1956,135750
2850,1.0,180.0,747.0,892,9,1784,5,5,1914,1,green,0,NA,bad,4,1,7,1,892,1950,138887
1583,2.0,467.0,1432.0,1440,7,1440,8,5,2003,2,red,1,bad,good,3,1,6,0,0,2003,232500
918,1.0,282.0,1276.0,1276,9,2080,7,9,1926,1,red,2,good,good,3,1,6,1,804,2004,234000
1531,1.0,270.0,776.0,851,6,1502,7,6,1931,1,red,1,good,bad,3,1,2,1,651,2000,149000
2078,2.0,576.0,1202.0,2158,7,2158,6,7,1950,2,red,1,good,good,4,1,6,0,0,2001,243000
175,1.0,220.0,747.0,747,4,747,4,6,1945,1,red,0,NA,bad,2,1,6,0,0,1950,80000
2159,2.0,531.0,1337.0,1337,6,1337,7,5,2003,2,red,0,NA,good,3,1,10,0,0,2003,185000
1850,2.0,625.0,1339.0,1358,5,1358,7,5,1999,2,red,0,NA,good,3,1,12,0,0,2000,204000
1568,2.0,484.0,0.0,936,8,1872,5,4,1976,2,red,0,NA,bad,4,2,11,2,936,1976,100000
2070,2.0,460.0,0.0,998,5,998,4,7,1945,1,blue,0,NA,bad,3,1,5,0,0,1950,89500
910,1.0,180.0,583.0,647,6,1242,6,6,1935,1,green,1,good,bad,3,1,3,1,595,1950,105000
661,2.0,624.0,560.0,930,5,1690,7,9,1910,2,red,0,NA,good,4,1,8,0,760,2008,156500
2072,2.0,552.0,1190.0,1522,7,1522,6,5,1984,2,red,1,bad,bad,3,1,2,0,0,1984,182000
2416,2.0,429.0,728.0,728,8,1456,6,5,2006,2,red,0,NA,bad,3,1,5,1,728,2006,172785
1025,2.0,489.0,738.0,1277,7,2044,7,6,1980,2,red,1,bad,bad,3,1,3,1,767,1988,185000
2164,2.0,437.0,1330.0,1330,6,1330,6,5,2006,2,red,1,good,good,3,1,7,0,0,2007,167840
417,1.0,345.0,836.0,836,5,836,7,6,1976,1,red,0,NA,bad,2,1,10,0,0,1976,128500
2025,1.0,384.0,698.0,698,7,1396,6,7,1915,1,blue,0,NA,bad,3,1,7,0,698,2003,153575
257,2.0,513.0,878.0,892,8,1692,7,5,1997,2,red,1,bad,bad,3,1,4,1,800,1998,191000
2671,1.0,312.0,972.0,972,6,1577,6,5,1939,1,red,1,good,okay,3,1,10,0,605,1950,140200
2264,2.0,528.0,1265.0,1240,6,1240,7,7,1985,2,red,0,NA,good,3,1,7,0,0,1985,174000
688,2.0,564.0,941.0,941,4,941,5,7,1978,1,red,0,NA,good,2,1,11,0,0,1978,145000
303,1.0,625.0,629.0,727,5,1107,6,5,1921,1,red,0,NA,bad,2,1,4,0,380,1975,110000
128,2.0,470.0,782.0,1019,6,1556,6,6,1949,2,red,1,good,bad,3,1,1,0,537,1950,172500
1271,1.0,299.0,1027.0,1027,6,1027,5,5,1962,1,red,0,NA,bad,3,1,11,0,0,1962,125900
1288,2.0,520.0,1510.0,1584,8,2792,6,7,1920,2,red,2,bad,bad,5,1,6,0,1208,1950,256000
859,2.0,600.0,894.0,894,6,894,5,5,1972,1,red,0,NA,bad,2,1,9,0,0,1972,123000
1782,3.0,895.0,1795.0,1795,7,1795,8,5,2006,2,red,1,good,good,2,1,2,0,0,2007,147000
390,2.0,478.0,1064.0,1350,7,1350,6,5,1974,2,red,1,bad,bad,3,1,8,0,0,1974,165000
655,1.0,180.0,660.0,808,8,1656,5,7,1916,2,red,0,NA,bad,3,1,8,1,704,1987,135000
2212,2.0,400.0,0.0,1226,7,1226,5,5,1951,1,red,1,good,bad,2,1,6,1,0,1951,153500
818,3.0,1138.0,1555.0,1680,8,1680,9,5,2009,1,red,1,good,amazing,1,1,7,1,0,2009,323262
2687,2.0,576.0,960.0,960,6,960,4,5,1970,1,red,0,NA,bad,3,1,5,0,0,1970,129000
370,2.0,484.0,845.0,1153,10,2353,7,7,1980,2,red,1,bad,amazing,4,1,8,1,1200,1980,260000
1803,3.0,658.0,1685.0,1685,5,1685,8,5,2006,2,red,1,good,good,2,1,4,0,0,2006,253000
2250,3.0,650.0,1441.0,1392,6,1392,5,5,2002,2,red,1,good,good,3,1,12,0,0,2002,215000
2860,1.0,410.0,901.0,1125,7,1717,5,6,1940,1,red,1,good,bad,2,1,2,1,592,1950,194000
2029,1.0,216.0,969.0,969,6,1214,5,3,1901,1,blue,0,NA,bad,2,1,9,0,245,1950,117000
1173,2.0,462.0,672.0,684,5,1404,7,5,1999,2,red,0,NA,good,3,1,6,1,720,2000,170000
2716,2.0,616.0,960.0,1040,6,1040,6,6,1978,1,red,1,okay,bad,3,1,7,0,0,1978,160500
2160,2.0,552.0,738.0,738,7,1476,7,5,2007,2,red,0,NA,good,3,1,6,1,738,2007,179400
462,2.0,478.0,1405.0,1405,6,1405,7,5,2003,2,red,1,bad,good,2,1,11,0,0,2003,173000
1027,4.0,1314.0,1420.0,1420,8,2840,7,7,1978,2,red,2,good,good,4,1,12,1,1420,1978,292500
